"site","transect","subQuadrat","ID","fl","fs","fps","surv","time","TSF","stage","density","density2","transitionJ","transitionSR","transitionLR"
"siteE",2,3,"CY2.3.4",0,NA,NA,1,2013,"two","J",10,100,1,NA,NA
"siteE",2,3,"CY2.3.5",0,NA,NA,1,2013,"two","J",10,100,0,NA,NA
"siteE",2,3,"CY2.3.6",0,NA,NA,1,2013,"two","J",10,100,1,NA,NA
"siteE",2,3,"CY2.3.10",0,NA,NA,1,2013,"two","J",10,100,1,NA,NA
"siteE",2,3,"CY2.3.11",0,NA,NA,1,2013,"two","J",10,100,1,NA,NA
"siteE",2,3,"CY2.3.12",0,NA,NA,1,2013,"two","J",10,100,0,NA,NA
"siteE",2,3,"CY2.3.13",0,NA,NA,1,2013,"two","J",10,100,0,NA,NA
"siteE",2,3,"CY2.3.18",0,NA,NA,1,2013,"two","J",10,100,1,NA,NA
"siteE",2,4,"CY2.4.1",0,NA,NA,1,2013,"two","J",29,841,1,NA,NA
"siteE",2,4,"CY2.4.12",0,NA,NA,0,2013,"two","J",29,841,NA,NA,NA
"siteE",2,4,"CY2.4.14",0,NA,NA,0,2013,"two","J",29,841,NA,NA,NA
"siteE",2,4,"CY2.4.18",0,NA,NA,1,2013,"two","J",29,841,1,NA,NA
"siteE",2,4,"CY2.4.19",0,NA,NA,1,2013,"two","J",29,841,1,NA,NA
"siteE",2,4,"CY2.4.20",0,NA,NA,1,2013,"two","J",29,841,0,NA,NA
"siteE",2,4,"CY2.4.22",0,NA,NA,0,2013,"two","J",29,841,NA,NA,NA
"siteE",2,4,"CY2.4.23",0,NA,NA,1,2013,"two","J",29,841,0,NA,NA
"siteE",2,4,"CY2.4.24",0,NA,NA,1,2013,"two","J",29,841,0,NA,NA
"siteE",2,4,"CY2.4.26",0,NA,NA,1,2013,"two","J",29,841,0,NA,NA
"siteE",2,4,"CY2.4.27",0,NA,NA,0,2013,"two","J",29,841,NA,NA,NA
"siteE",2,4,"CY2.4.28",0,NA,NA,0,2013,"two","J",29,841,NA,NA,NA
"siteE",2,4,"CY2.4.29",0,NA,NA,1,2013,"two","J",29,841,0,NA,NA
"siteE",2,4,"CY2.4.30",0,NA,NA,1,2013,"two","J",29,841,0,NA,NA
"siteE",2,4,"CY2.4.32",0,NA,NA,1,2013,"two","J",29,841,0,NA,NA
"siteE",2,4,"CY2.4.35",0,NA,NA,1,2013,"two","J",29,841,0,NA,NA
"siteE",2,4,"CY2.4.39",0,NA,NA,1,2013,"two","J",29,841,0,NA,NA
"siteE",2,4,"CY2.4.43",0,NA,NA,1,2013,"two","J",29,841,0,NA,NA
"siteE",2,4,"CY2.4.44",0,NA,NA,1,2013,"two","J",29,841,0,NA,NA
"siteE",2,4,"CY2.4.45",0,NA,NA,1,2013,"two","J",29,841,1,NA,NA
"siteE",2,4,"CY2.4.48",0,NA,NA,1,2013,"two","J",29,841,0,NA,NA
"siteE",2,4,"CY2.4.49",0,NA,NA,1,2013,"two","J",29,841,0,NA,NA
"siteE",2,4,"CY2.4.50",0,NA,NA,1,2013,"two","J",29,841,0,NA,NA
"siteE",2,4,"CY2.4.51",0,NA,NA,1,2013,"two","J",29,841,0,NA,NA
"siteE",2,4,"CY2.4.52",0,NA,NA,1,2013,"two","J",29,841,0,NA,NA
"siteE",2,4,"CY2.4.53",0,NA,NA,1,2013,"two","J",29,841,1,NA,NA
"siteE",2,4,"CY2.4.55",0,NA,NA,1,2013,"two","J",29,841,0,NA,NA
"siteE",2,4,"CY2.4.56",0,NA,NA,1,2013,"two","J",29,841,0,NA,NA
"siteE",2,4,"CY2.4.57",0,NA,NA,1,2013,"two","SD",29,841,NA,NA,NA
"siteE",2,5,"CY2.5.1",0,NA,NA,1,2013,"two","J",61,3721,1,NA,NA
"siteE",2,5,"CY2.5.2",0,NA,NA,1,2013,"two","J",61,3721,0,NA,NA
"siteE",2,5,"CY2.5.3",0,NA,NA,1,2013,"two","J",61,3721,0,NA,NA
"siteE",2,5,"CY2.5.4",0,NA,NA,1,2013,"two","J",61,3721,0,NA,NA
"siteE",2,5,"CY2.5.5",0,NA,NA,1,2013,"two","J",61,3721,0,NA,NA
"siteE",2,5,"CY2.5.9",0,NA,NA,1,2013,"two","J",61,3721,0,NA,NA
"siteE",2,5,"CY2.5.10",0,NA,NA,1,2013,"two","J",61,3721,0,NA,NA
"siteE",2,5,"CY2.5.11",0,NA,NA,1,2013,"two","J",61,3721,0,NA,NA
"siteE",2,5,"CY2.5.12",0,NA,NA,1,2013,"two","J",61,3721,0,NA,NA
"siteE",2,5,"CY2.5.14",0,NA,NA,0,2013,"two","J",61,3721,NA,NA,NA
"siteE",2,5,"CY2.5.15",0,NA,NA,1,2013,"two","J",61,3721,0,NA,NA
"siteE",2,5,"CY2.5.16",0,NA,NA,1,2013,"two","J",61,3721,0,NA,NA
"siteE",2,5,"CY2.5.17",0,NA,NA,1,2013,"two","J",61,3721,0,NA,NA
"siteE",2,5,"CY2.5.19",0,NA,NA,1,2013,"two","J",61,3721,0,NA,NA
"siteE",2,5,"CY2.5.20",0,NA,NA,1,2013,"two","J",61,3721,0,NA,NA
"siteE",2,5,"CY2.5.21",0,NA,NA,1,2013,"two","J",61,3721,0,NA,NA
"siteE",2,5,"CY2.5.22",0,NA,NA,1,2013,"two","J",61,3721,0,NA,NA
"siteE",2,5,"CY2.5.24",0,NA,NA,1,2013,"two","J",61,3721,0,NA,NA
"siteE",2,5,"CY2.5.26",0,NA,NA,1,2013,"two","J",61,3721,0,NA,NA
"siteE",2,5,"CY2.5.27",0,NA,NA,1,2013,"two","J",61,3721,0,NA,NA
"siteE",2,5,"CY2.5.28",0,NA,NA,1,2013,"two","J",61,3721,0,NA,NA
"siteE",2,5,"CY2.5.29",0,NA,NA,1,2013,"two","J",61,3721,0,NA,NA
"siteE",2,5,"CY2.5.30",0,NA,NA,1,2013,"two","J",61,3721,0,NA,NA
"siteE",2,5,"CY2.5.31",0,NA,NA,1,2013,"two","J",61,3721,1,NA,NA
"siteE",2,5,"CY2.5.32",0,NA,NA,1,2013,"two","J",61,3721,0,NA,NA
"siteE",2,5,"CY2.5.33",0,NA,NA,1,2013,"two","J",61,3721,0,NA,NA
"siteE",2,5,"CY2.5.35",0,NA,NA,0,2013,"two","J",61,3721,NA,NA,NA
"siteE",2,5,"CY2.5.36",0,NA,NA,1,2013,"two","J",61,3721,0,NA,NA
"siteE",2,5,"CY2.5.37",0,NA,NA,1,2013,"two","J",61,3721,1,NA,NA
"siteE",2,5,"CY2.5.40",0,NA,NA,1,2013,"two","J",61,3721,1,NA,NA
"siteE",2,5,"CY2.5.42",0,NA,NA,1,2013,"two","J",61,3721,0,NA,NA
"siteE",2,5,"CY2.5.43",0,NA,NA,1,2013,"two","J",61,3721,0,NA,NA
"siteE",2,5,"CY2.5.45",0,NA,NA,1,2013,"two","J",61,3721,0,NA,NA
"siteE",2,5,"CY2.5.47",0,NA,NA,1,2013,"two","J",61,3721,0,NA,NA
"siteE",2,5,"CY2.5.48",0,NA,NA,1,2013,"two","J",61,3721,0,NA,NA
"siteE",2,5,"CY2.5.49",0,NA,NA,1,2013,"two","J",61,3721,0,NA,NA
"siteE",2,5,"CY2.5.50",0,NA,NA,0,2013,"two","J",61,3721,NA,NA,NA
"siteE",2,5,"CY2.5.51",0,NA,NA,1,2013,"two","J",61,3721,1,NA,NA
"siteE",2,5,"CY2.5.52",0,NA,NA,1,2013,"two","J",61,3721,0,NA,NA
"siteE",2,5,"CY2.5.53",0,NA,NA,1,2013,"two","J",61,3721,0,NA,NA
"siteE",2,5,"CY2.5.54",0,NA,NA,0,2013,"two","J",61,3721,NA,NA,NA
"siteE",2,5,"CY2.5.56",0,NA,NA,0,2013,"two","J",61,3721,NA,NA,NA
"siteE",2,5,"CY2.5.57",0,NA,NA,0,2013,"two","J",61,3721,NA,NA,NA
"siteE",2,5,"CY2.5.58",0,NA,NA,1,2013,"two","J",61,3721,0,NA,NA
"siteE",2,5,"CY2.5.59",0,NA,NA,1,2013,"two","J",61,3721,0,NA,NA
"siteE",2,5,"CY2.5.60",0,NA,NA,1,2013,"two","J",61,3721,0,NA,NA
"siteE",2,5,"CY2.5.61",0,NA,NA,0,2013,"two","J",61,3721,NA,NA,NA
"siteE",2,5,"CY2.5.62",0,NA,NA,0,2013,"two","J",61,3721,NA,NA,NA
"siteE",2,5,"CY2.5.63",0,NA,NA,1,2013,"two","J",61,3721,0,NA,NA
"siteE",2,5,"CY2.5.64",0,NA,NA,1,2013,"two","J",61,3721,0,NA,NA
"siteE",2,5,"CY2.5.65",0,NA,NA,0,2013,"two","J",61,3721,NA,NA,NA
"siteE",2,5,"CY2.5.68",0,NA,NA,1,2013,"two","J",61,3721,0,NA,NA
"siteE",2,5,"CY2.5.70",0,NA,NA,0,2013,"two","J",61,3721,NA,NA,NA
"siteE",2,5,"CY2.5.72",0,NA,NA,1,2013,"two","J",61,3721,0,NA,NA
"siteE",2,5,"CY2.5.73",0,NA,NA,1,2013,"two","J",61,3721,0,NA,NA
"siteE",2,5,"CY2.5.75",0,NA,NA,1,2013,"two","J",61,3721,0,NA,NA
"siteE",2,5,"CY2.5.76",0,NA,NA,1,2013,"two","J",61,3721,0,NA,NA
"siteE",2,5,"CY2.5.78",0,NA,NA,1,2013,"two","J",61,3721,0,NA,NA
"siteE",2,5,"CY2.5.81",0,NA,NA,1,2013,"two","J",61,3721,0,NA,NA
"siteE",2,5,"CY2.5.82",0,NA,NA,1,2013,"two","J",61,3721,0,NA,NA
"siteE",2,5,"CY2.5.83",0,NA,NA,0,2013,"two","SD",61,3721,NA,NA,NA
"siteE",2,6,"CY2.6.1",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.2",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.6",0,NA,NA,0,2013,"two","J",138,19044,NA,NA,NA
"siteE",2,6,"CY2.6.7",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.8",0,NA,NA,0,2013,"two","J",138,19044,NA,NA,NA
"siteE",2,6,"CY2.6.9",0,NA,NA,0,2013,"two","J",138,19044,NA,NA,NA
"siteE",2,6,"CY2.6.11",0,NA,NA,0,2013,"two","J",138,19044,NA,NA,NA
"siteE",2,6,"CY2.6.12",0,NA,NA,0,2013,"two","J",138,19044,NA,NA,NA
"siteE",2,6,"CY2.6.13",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.15",0,NA,NA,0,2013,"two","J",138,19044,NA,NA,NA
"siteE",2,6,"CY2.6.16",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.17",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.20",0,NA,NA,0,2013,"two","J",138,19044,NA,NA,NA
"siteE",2,6,"CY2.6.22",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.24",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.25",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.26",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.27",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.30",0,NA,NA,1,2013,"two","J",138,19044,1,NA,NA
"siteE",2,6,"CY2.6.31",0,NA,NA,0,2013,"two","J",138,19044,NA,NA,NA
"siteE",2,6,"CY2.6.33",0,NA,NA,0,2013,"two","J",138,19044,NA,NA,NA
"siteE",2,6,"CY2.6.34",0,NA,NA,0,2013,"two","J",138,19044,NA,NA,NA
"siteE",2,6,"CY2.6.35",0,NA,NA,0,2013,"two","J",138,19044,NA,NA,NA
"siteE",2,6,"CY2.6.36",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.37",0,NA,NA,0,2013,"two","J",138,19044,NA,NA,NA
"siteE",2,6,"CY2.6.38",0,NA,NA,0,2013,"two","J",138,19044,NA,NA,NA
"siteE",2,6,"CY2.6.39",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.40",0,NA,NA,0,2013,"two","J",138,19044,NA,NA,NA
"siteE",2,6,"CY2.6.41",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.42",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.43",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.44",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.45",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.46",0,NA,NA,0,2013,"two","J",138,19044,NA,NA,NA
"siteE",2,6,"CY2.6.47",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.48",0,NA,NA,0,2013,"two","J",138,19044,NA,NA,NA
"siteE",2,6,"CY2.6.49",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.50",0,NA,NA,0,2013,"two","J",138,19044,NA,NA,NA
"siteE",2,6,"CY2.6.51",0,NA,NA,0,2013,"two","J",138,19044,NA,NA,NA
"siteE",2,6,"CY2.6.52",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.53",0,NA,NA,0,2013,"two","J",138,19044,NA,NA,NA
"siteE",2,6,"CY2.6.54",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.55",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.56",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.57",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.58",0,NA,NA,0,2013,"two","J",138,19044,NA,NA,NA
"siteE",2,6,"CY2.6.59",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.60",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.61",0,NA,NA,0,2013,"two","J",138,19044,NA,NA,NA
"siteE",2,6,"CY2.6.63",0,NA,NA,0,2013,"two","J",138,19044,NA,NA,NA
"siteE",2,6,"CY2.6.64",0,NA,NA,0,2013,"two","J",138,19044,NA,NA,NA
"siteE",2,6,"CY2.6.65",0,NA,NA,0,2013,"two","J",138,19044,NA,NA,NA
"siteE",2,6,"CY2.6.69",0,NA,NA,1,2013,"two","J",138,19044,1,NA,NA
"siteE",2,6,"CY2.6.72",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.75",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.76",0,NA,NA,1,2013,"two","J",138,19044,1,NA,NA
"siteE",2,6,"CY2.6.77",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.78",0,NA,NA,1,2013,"two","J",138,19044,1,NA,NA
"siteE",2,6,"CY2.6.79",0,NA,NA,0,2013,"two","J",138,19044,NA,NA,NA
"siteE",2,6,"CY2.6.80",0,NA,NA,0,2013,"two","J",138,19044,NA,NA,NA
"siteE",2,6,"CY2.6.82",0,NA,NA,0,2013,"two","J",138,19044,NA,NA,NA
"siteE",2,6,"CY2.6.83",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.84",0,NA,NA,0,2013,"two","J",138,19044,NA,NA,NA
"siteE",2,6,"CY2.6.85",0,NA,NA,0,2013,"two","J",138,19044,NA,NA,NA
"siteE",2,6,"CY2.6.88",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.89",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.90",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.91",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.92",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.93",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.94",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.95",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.96",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.97",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.99",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.103",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.104",0,NA,NA,0,2013,"two","J",138,19044,NA,NA,NA
"siteE",2,6,"CY2.6.106",0,NA,NA,0,2013,"two","J",138,19044,NA,NA,NA
"siteE",2,6,"CY2.6.108",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.109",0,NA,NA,0,2013,"two","J",138,19044,NA,NA,NA
"siteE",2,6,"CY2.6.110",0,NA,NA,0,2013,"two","J",138,19044,NA,NA,NA
"siteE",2,6,"CY2.6.111",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.112",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.113",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.114",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.116",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.117",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.118",0,NA,NA,0,2013,"two","J",138,19044,NA,NA,NA
"siteE",2,6,"CY2.6.119",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.120",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.121",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.122",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.123",0,NA,NA,1,2013,"two","J",138,19044,1,NA,NA
"siteE",2,6,"CY2.6.125",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.127",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.128",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.129",0,NA,NA,1,2013,"two","J",138,19044,1,NA,NA
"siteE",2,6,"CY2.6.130",0,NA,NA,0,2013,"two","J",138,19044,NA,NA,NA
"siteE",2,6,"CY2.6.133",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.134",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.135",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.136",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.137",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.138",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.140",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.141",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.142",0,NA,NA,1,2013,"two","J",138,19044,1,NA,NA
"siteE",2,6,"CY2.6.143",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.145",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.146",0,NA,NA,1,2013,"two","J",138,19044,1,NA,NA
"siteE",2,6,"CY2.6.150",0,NA,NA,0,2013,"two","J",138,19044,NA,NA,NA
"siteE",2,6,"CY2.6.151",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.152",0,NA,NA,1,2013,"two","J",138,19044,1,NA,NA
"siteE",2,6,"CY2.6.153",0,NA,NA,0,2013,"two","J",138,19044,NA,NA,NA
"siteE",2,6,"CY2.6.154",0,NA,NA,1,2013,"two","J",138,19044,1,NA,NA
"siteE",2,6,"CY2.6.155",1,1,2,1,2013,"two","SR",138,19044,NA,0,NA
"siteE",2,6,"CY2.6.157",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.158",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.159",0,NA,NA,0,2013,"two","J",138,19044,NA,NA,NA
"siteE",2,6,"CY2.6.160",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.164",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.165",0,NA,NA,1,2013,"two","J",138,19044,1,NA,NA
"siteE",2,6,"CY2.6.167",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.169",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.170",0,NA,NA,0,2013,"two","J",138,19044,NA,NA,NA
"siteE",2,6,"CY2.6.171",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.172",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.174",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.175",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.176",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.177",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.178",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.179",0,NA,NA,1,2013,"two","J",138,19044,1,NA,NA
"siteE",2,6,"CY2.6.180",0,NA,NA,1,2013,"two","J",138,19044,1,NA,NA
"siteE",2,6,"CY2.6.182",0,NA,NA,0,2013,"two","J",138,19044,NA,NA,NA
"siteE",2,6,"CY2.6.186",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.189",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,6,"CY2.6.192",0,NA,NA,1,2013,"two","J",138,19044,0,NA,NA
"siteE",2,7,"CY2.7.2",0,NA,NA,1,2013,"two","J",4,16,1,NA,NA
"siteE",2,7,"CY2.7.4",0,NA,NA,1,2013,"two","J",4,16,1,NA,NA
"siteE",2,7,"CY2.7.5",0,NA,NA,1,2013,"two","J",4,16,0,NA,NA
"siteE",2,7,"CY2.7.6",0,NA,NA,1,2013,"two","J",4,16,0,NA,NA
"siteE",2,8,"CY2.8.1",0,NA,NA,1,2013,"two","J",10,100,1,NA,NA
"siteE",2,8,"CY2.8.2",0,NA,NA,1,2013,"two","J",10,100,1,NA,NA
"siteE",2,8,"CY2.8.3",0,NA,NA,1,2013,"two","J",10,100,1,NA,NA
"siteE",2,8,"CY2.8.4",0,NA,NA,0,2013,"two","J",10,100,NA,NA,NA
"siteE",2,8,"CY2.8.7",0,NA,NA,1,2013,"two","J",10,100,1,NA,NA
"siteE",2,8,"CY2.8.9",0,NA,NA,1,2013,"two","J",10,100,0,NA,NA
"siteE",2,8,"CY2.8.10",0,NA,NA,0,2013,"two","J",10,100,NA,NA,NA
"siteE",2,8,"CY2.8.11",0,NA,NA,1,2013,"two","J",10,100,0,NA,NA
"siteE",2,8,"CY2.8.12",0,NA,NA,1,2013,"two","J",10,100,1,NA,NA
"siteE",2,8,"CY2.8.13",0,NA,NA,1,2013,"two","J",10,100,0,NA,NA
"siteE",2,9,"CY2.9.1",0,NA,NA,1,2013,"two","J",50,2500,1,NA,NA
"siteE",2,9,"CY2.9.2",0,NA,NA,1,2013,"two","J",50,2500,1,NA,NA
"siteE",2,9,"CY2.9.3",0,NA,NA,1,2013,"two","J",50,2500,0,NA,NA
"siteE",2,9,"CY2.9.4",0,NA,NA,1,2013,"two","J",50,2500,0,NA,NA
"siteE",2,9,"CY2.9.5",0,NA,NA,0,2013,"two","J",50,2500,NA,NA,NA
"siteE",2,9,"CY2.9.6",0,NA,NA,0,2013,"two","J",50,2500,NA,NA,NA
"siteE",2,9,"CY2.9.7",0,NA,NA,1,2013,"two","J",50,2500,0,NA,NA
"siteE",2,9,"CY2.9.8",0,NA,NA,1,2013,"two","J",50,2500,0,NA,NA
"siteE",2,9,"CY2.9.9",1,1,3,1,2013,"two","SR",50,2500,NA,0,NA
"siteE",2,9,"CY2.9.10",0,NA,NA,0,2013,"two","J",50,2500,NA,NA,NA
"siteE",2,9,"CY2.9.11",0,NA,NA,1,2013,"two","J",50,2500,1,NA,NA
"siteE",2,9,"CY2.9.12",0,NA,NA,1,2013,"two","J",50,2500,0,NA,NA
"siteE",2,9,"CY2.9.13",0,NA,NA,1,2013,"two","J",50,2500,0,NA,NA
"siteE",2,9,"CY2.9.14",1,1,5,1,2013,"two","LR",50,2500,NA,NA,0
"siteE",2,9,"CY2.9.15",1,1,2,1,2013,"two","LR",50,2500,NA,NA,0
"siteE",2,9,"CY2.9.16",1,1,3,1,2013,"two","LR",50,2500,NA,NA,0
"siteE",2,9,"CY2.9.17",0,NA,NA,0,2013,"two","J",50,2500,NA,NA,NA
"siteE",2,9,"CY2.9.18",0,NA,NA,0,2013,"two","J",50,2500,NA,NA,NA
"siteE",2,9,"CY2.9.19",0,NA,NA,1,2013,"two","LR",50,2500,NA,NA,0
"siteE",2,9,"CY2.9.20",0,NA,NA,0,2013,"two","J",50,2500,NA,NA,NA
"siteE",2,9,"CY2.9.22",0,NA,NA,1,2013,"two","J",50,2500,0,NA,NA
"siteE",2,9,"CY2.9.23",0,NA,NA,1,2013,"two","J",50,2500,0,NA,NA
"siteE",2,9,"CY2.9.24",0,NA,NA,1,2013,"two","J",50,2500,1,NA,NA
"siteE",2,9,"CY2.9.25",0,NA,NA,1,2013,"two","J",50,2500,0,NA,NA
"siteE",2,9,"CY2.9.26",0,NA,NA,0,2013,"two","J",50,2500,NA,NA,NA
"siteE",2,9,"CY2.9.27",0,NA,NA,0,2013,"two","J",50,2500,NA,NA,NA
"siteE",2,9,"CY2.9.28",1,1,1,1,2013,"two","LR",50,2500,NA,NA,1
"siteE",2,9,"CY2.9.29",0,NA,NA,0,2013,"two","J",50,2500,NA,NA,NA
"siteE",2,9,"CY2.9.30",0,NA,NA,1,2013,"two","J",50,2500,0,NA,NA
"siteE",2,9,"CY2.9.31",0,NA,NA,1,2013,"two","J",50,2500,0,NA,NA
"siteE",2,9,"CY2.9.33",0,NA,NA,1,2013,"two","J",50,2500,0,NA,NA
"siteE",2,9,"CY2.9.34",0,NA,NA,1,2013,"two","J",50,2500,0,NA,NA
"siteE",2,9,"CY2.9.35",0,NA,NA,1,2013,"two","J",50,2500,0,NA,NA
"siteE",2,9,"CY2.9.36",0,NA,NA,1,2013,"two","J",50,2500,0,NA,NA
